t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,ISR_CNT
620.866,13:28:22.884,448.069,9.723,4356.759,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.786,5.000,27.48882293701172,362.1538391113281,643.0,1.0
621.456,13:28:23.365,450.811,9.408,4241.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
621.601,13:28:23.429,450.811,9.408,4241.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
621.665,13:28:23.492,446.294,9.909,4422.508,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
621.729,13:28:23.636,446.294,9.909,4422.508,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.708,5.000,27.48882293701172,362.1538391113281,643.0,1.0
621.872,13:28:23.892,446.294,9.909,4422.508,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.708,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.128,13:28:24.036,449.516,9.565,4299.610,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.273,13:28:24.100,449.516,9.565,4299.610,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.337,13:28:24.164,449.516,9.565,4299.610,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.694,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.401,13:28:24.307,449.516,9.565,4299.610,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.545,13:28:24.372,450.924,9.408,4242.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.609,13:28:24.436,450.924,9.408,4242.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.673,13:28:24.580,450.924,9.408,4242.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.815,13:28:24.643,450.924,9.408,4242.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
622.880,13:28:24.900,447.742,9.771,4374.717,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.667,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.136,13:28:25.043,447.742,9.771,4374.717,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.714,52.661,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.280,13:28:25.108,446.479,9.906,4423.009,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.714,52.661,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.344,13:28:25.172,446.479,9.906,4423.009,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.714,52.661,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.407,13:28:25.315,446.479,9.906,4423.009,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.623,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.552,13:28:25.379,446.479,9.906,4423.009,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.623,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.615,13:28:25.442,446.479,9.906,4423.009,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.623,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.680,13:28:25.587,449.952,9.531,4288.371,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.615,5.000,27.48882293701172,362.1538391113281,643.0,1.0
623.823,13:28:25.650,449.952,9.531,4288.371,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.615,5.000,27.48882293701172,362.1538391113281,643.0,1.0
624.207,13:28:26.306,447.743,9.777,4377.784,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.714,52.570,5.000,27.48882293701172,362.1538391113281,643.0,1.0
624.543,13:28:26.717,450.669,9.453,4260.045,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.714,52.570,5.000,27.48882293701172,362.1538391113281,643.0,1.0
624.943,13:28:26.849,446.742,9.884,4415.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.513,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.086,13:28:26.913,446.742,9.884,4415.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.513,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.150,13:28:26.977,446.742,9.884,4415.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.513,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.215,13:28:27.313,446.742,9.884,4415.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.726,52.513,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.550,13:28:27.457,450.539,9.464,4264.073,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.701,52.546,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.694,13:28:27.521,450.539,9.464,4264.073,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.701,52.546,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.758,13:28:27.586,446.837,9.872,4411.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.701,52.546,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.823,13:28:27.730,446.837,9.872,4411.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.500,5.000,27.48882293701172,362.1538391113281,643.0,1.0
625.965,13:28:27.793,446.837,9.872,4411.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.500,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.029,13:28:27.857,446.837,9.872,4411.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.500,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.093,13:28:28.001,446.837,9.872,4411.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.489,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.238,13:28:28.257,450.791,9.442,4256.214,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.700,52.489,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.494,13:28:28.401,450.791,9.442,4256.214,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.638,13:28:28.465,446.952,9.868,4410.379,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.702,13:28:28.529,446.952,9.868,4410.379,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.766,13:28:28.673,446.952,9.868,4410.379,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.910,13:28:28.737,446.952,9.868,4410.379,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
626.974,13:28:28.801,443.915,10.187,4522.277,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.472,5.000,27.48882293701172,362.1538391113281,643.0,1.0
627.038,13:28:28.944,443.915,10.187,4522.277,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.730,52.458,5.000,27.48882293701172,362.1538391113281,643.0,1.0
627.181,13:28:29.008,443.915,10.187,4522.277,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.730,52.458,5.000,27.48882293701172,362.1538391113281,643.0,1.0
627.246,13:28:29.265,443.915,10.187,4522.277,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.730,52.458,5.000,27.48882293701172,362.1538391113281,643.0,1.0
627.501,13:28:29.408,447.122,9.853,4405.619,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.715,52.438,5.000,27.48882293701172,362.1538391113281,643.0,1.0
627.981,13:28:29.889,450.344,9.497,4276.955,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.406,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.125,13:28:29.952,450.344,9.497,4276.955,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.406,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.188,13:28:30.015,447.094,9.861,4408.627,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.406,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.253,13:28:30.351,447.094,9.861,4408.627,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.377,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.588,13:28:30.496,451.870,9.327,4214.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.733,13:28:30.560,451.870,9.327,4214.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.796,13:28:30.624,451.870,9.327,4214.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
628.861,13:28:30.768,451.870,9.327,4214.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.005,13:28:30.832,446.146,9.975,4450.260,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.068,13:28:30.896,446.146,9.975,4450.260,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.409,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.133,13:28:31.039,446.146,9.975,4450.260,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.467,29.287,0.727,52.353,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.276,13:28:31.295,446.146,9.975,4450.260,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.467,29.287,0.727,52.353,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.532,13:28:31.439,446.137,9.985,4454.512,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.727,52.398,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.675,13:28:31.502,446.137,9.985,4454.512,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.727,52.398,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.739,13:28:31.566,446.137,9.985,4454.512,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.727,52.398,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.803,13:28:31.712,451.764,9.361,4229.064,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
629.948,13:28:31.775,451.764,9.361,4229.064,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.012,13:28:31.839,451.764,9.361,4229.064,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.075,13:28:31.982,451.764,9.361,4229.064,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.219,13:28:32.046,449.761,9.596,4315.817,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.283,13:28:32.303,449.761,9.596,4315.817,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.330,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.538,13:28:32.446,449.761,9.596,4315.817,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.281,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.682,13:28:32.510,449.889,9.578,4309.120,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.281,5.000,27.48882293701172,362.1538391113281,643.0,1.0
630.747,13:28:32.575,449.889,9.578,4309.120,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.712,52.281,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.162,13:28:33.070,446.818,9.919,4432.200,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.263,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.307,13:28:33.326,446.818,9.919,4432.200,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.263,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.563,13:28:33.470,445.074,10.115,4501.956,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.729,52.244,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.706,13:28:33.534,445.074,10.115,4501.956,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.729,52.244,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.770,13:28:33.597,445.074,10.115,4501.956,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.729,52.244,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.835,13:28:33.742,448.590,9.750,4373.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
631.978,13:28:33.806,448.590,9.750,4373.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.043,13:28:33.870,448.590,9.750,4373.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.106,13:28:34.013,448.590,9.750,4373.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.250,13:28:34.077,446.531,9.972,4452.905,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.314,13:28:34.334,446.531,9.972,4452.905,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.282,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.570,13:28:34.478,446.531,9.972,4452.905,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.714,13:28:34.542,447.053,9.925,4437.061,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.777,13:28:34.604,447.053,9.925,4437.061,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.842,13:28:34.749,447.053,9.925,4437.061,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
632.986,13:28:34.813,447.053,9.925,4437.061,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.049,13:28:34.876,448.774,9.742,4371.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.506,29.687,0.726,52.234,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.113,13:28:35.020,448.774,9.742,4371.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.713,52.242,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.257,13:28:35.084,448.774,9.742,4371.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.713,52.242,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.321,13:28:35.341,448.774,9.742,4371.778,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.713,52.242,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.577,13:28:35.485,450.506,9.550,4302.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.161,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.722,13:28:35.549,450.506,9.550,4302.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.161,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.785,13:28:35.612,450.506,9.550,4302.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.711,52.161,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.849,13:28:35.757,447.317,9.903,4429.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
633.993,13:28:35.821,447.317,9.903,4429.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.058,13:28:35.885,447.317,9.903,4429.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.122,13:28:36.028,447.317,9.903,4429.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.264,13:28:36.091,448.466,9.782,4386.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.329,13:28:36.349,448.466,9.782,4386.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.725,52.185,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.584,13:28:36.492,448.466,9.782,4386.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.729,13:28:36.556,451.721,9.418,4254.148,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.792,13:28:36.619,451.721,9.418,4254.148,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
634.857,13:28:36.764,451.721,9.418,4254.148,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.000,13:28:36.828,451.721,9.418,4254.148,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.065,13:28:36.892,447.618,9.881,4422.769,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,28.705,28.887,0.699,52.134,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.128,13:28:37.035,447.618,9.881,4422.769,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.724,52.101,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.272,13:28:37.099,447.618,9.881,4422.769,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.724,52.101,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.336,13:28:37.356,447.618,9.881,4422.769,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.724,52.101,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.593,13:28:37.500,450.766,9.524,4293.145,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.093,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.737,13:28:37.564,450.766,9.524,4293.145,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.093,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.799,13:28:37.627,450.766,9.524,4293.145,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.093,5.000,27.48882293701172,362.1538391113281,643.0,1.0
635.864,13:28:37.772,448.584,9.768,4381.574,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.008,13:28:37.835,448.584,9.768,4381.574,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.071,13:28:37.899,448.584,9.768,4381.574,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.136,13:28:38.042,448.584,9.768,4381.574,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.280,13:28:38.107,450.767,9.512,4287.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.344,13:28:38.362,450.767,9.512,4287.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.061,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.599,13:28:38.506,450.767,9.512,4287.649,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.052,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.743,13:28:38.570,448.497,9.775,4384.091,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.052,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.807,13:28:38.635,448.497,9.775,4384.091,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,52.052,5.000,27.48882293701172,362.1538391113281,643.0,1.0
636.872,13:28:38.778,448.497,9.775,4384.091,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,29.067,28.887,0.713,52.051,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.015,13:28:38.842,448.497,9.775,4384.091,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,29.067,28.887,0.713,52.051,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.079,13:28:38.907,448.497,9.775,4384.091,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,29.067,28.887,0.713,52.051,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.144,13:28:39.051,450.818,9.510,4287.166,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,51.993,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.286,13:28:39.114,450.818,9.510,4287.166,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,51.993,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.351,13:28:39.370,450.818,9.510,4287.166,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.105,29.287,0.710,51.993,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.606,13:28:39.513,448.302,9.793,4390.418,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.020,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.751,13:28:39.578,448.302,9.793,4390.418,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.020,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.814,13:28:39.641,448.302,9.793,4390.418,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.067,28.887,0.713,52.020,5.000,27.48882293701172,362.1538391113281,643.0,1.0
637.879,13:28:39.785,448.302,9.793,4390.418,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.724,51.981,5.000,27.48882293701172,362.1538391113281,643.0,1.0
638.023,13:28:39.850,447.594,9.866,4416.178,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.468,29.287,0.724,51.981,5.000,27.48882293701172,362.1538391113281,643.0,1.0
